CoC Number,"Total Year-Round Beds (ES, TH, SH)","Total Non-DV Year-Round Beds (ES, TH, SH)","Total HMIS Year-Round Beds (ES, TH, SH)",Total Year-Round Beds (ES),Total Year-Round Beds (TH),Total Year-Round Beds (SH),"Total Units for Households with Children (ES, TH, SH)","Total Beds for Households with Children (ES, TH, SH)","Total Beds for Households without Children (ES, TH, SH)","Total Beds for Households with only Children (ES, TH, SH)","Dedicated Veteran Beds (ES, TH, SH)","Dedicated Youth Beds (ES, TH, SH)",Total Non-DV Year-Round Beds (ES),Total HMIS Year-Round Beds (ES),Total Seasonal Beds (ES),Total Overflow Beds (ES),Total Units for Households with Children (ES),Total Beds for Households with Children (ES),Total Beds for Households without Children (ES),Total Beds for Households with only Children (ES),Dedicated Veteran Beds (ES),Dedicated Youth Beds (ES),Total Non-DV Year-Round Beds (TH),Total HMIS Year-Round Beds (TH),Total Units for Households with Children (TH),Total Beds for Households with Children (TH),Total Beds for Households without Children (TH),Total Beds for Households with only Children (TH),Dedicated Veteran Beds (TH),Dedicated Youth Beds (TH),Total Non-DV Year-Round Beds (SH),Total HMIS Year-Round Beds (SH),Total Units for Households with Children (SH),Total Beds for Households with Children (SH),Total Beds for Households without Children (SH),Total Beds for Households with only Children (SH),Dedicated Veteran Beds (SH),Dedicated Youth Beds (SH),Total Year-Round Beds (RRH),Total Non-DV Year-Round Beds (RRH),Total HMIS Year-Round Beds (RRH),Total Units for Households with Children (RRH),Total Beds for Households with Children (RRH),Total Beds for Households without Children (RRH),Total Beds for Households with only Children (RRH),Dedicated Veteran Beds (RRH),Dedicated Youth Beds (RRH),Total Year-Round Beds (PSH),Total Non-DV Year-Round Beds (PSH),Total HMIS Year-Round Beds (PSH),Total Units for Households with Children (PSH),Total Beds for Households with Children (PSH),Total Beds for Households without Children (PSH),Total Beds for Households with only Children (PSH),Dedicated Veteran Beds (PSH),Dedicated Youth Beds (PSH),Dedicated Chronically Homeless Beds (PSH),Total Year-Round Beds (OPH),Total Non-DV Year-Round Beds (OPH),Total HMIS Year-Round Beds (OPH),Total Units for Households with Children (OPH),Total Beds for Households with Children (OPH),Total Beds for Households without Children (OPH),Total Beds for Households with only Children (OPH),Dedicated Veteran Beds (OPH),Dedicated Youth Beds (OPH),"(percentage) HMIS Participation Rate for Year-Round Beds (ES, TH, SH)",(percentage) HMIS Participation Rate for Year-Round Beds (ES),(percentage) HMIS Participation Rate for Year-Round Beds (TH),(percentage) HMIS Participation Rate for Year-Round Beds (RRH),(percentage) HMIS Participation Rate for Year-Round Beds (PSH)
40.0,137.0,105.0,105.0,98.0,39.0,0.0,31.0,110.0,27.0,0.0,2.0,61.0,76.0,76.0,0.0,0.0,23.0,87.0,11.0,0.0,1.0,53.0,29.0,29.0,8.0,23.0,16.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,54.0,9.0,35.0,19.0,0.0,8.0,25.0,152.0,152.0,152.0,35.0,101.0,51.0,0.0,7.0,4.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.64,77.55,74.36,100.0,100.0
40.0,406.0,324.0,324.0,269.0,127.0,10.0,45.0,162.0,242.0,2.0,13.0,2.0,215.0,215.0,75.0,0.0,26.0,106.0,163.0,0.0,3.0,0.0,99.0,99.0,19.0,56.0,69.0,2.0,0.0,2.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,139.0,139.0,139.0,20.0,66.0,73.0,0.0,4.0,0.0,441.0,441.0,327.0,80.0,288.0,153.0,0.0,114.0,0.0,166.0,90.0,90.0,90.0,0.0,0.0,90.0,0.0,0.0,0.0,79.8,79.93,77.95,100.0,74.15
41.0,472.0,320.0,320.0,133.0,327.0,12.0,46.0,138.0,334.0,0.0,6.0,9.0,81.0,81.0,0.0,0.0,14.0,41.0,92.0,0.0,0.0,0.0,227.0,227.0,32.0,97.0,230.0,0.0,6.0,9.0,12.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,173.0,144.0,144.0,26.0,78.0,95.0,0.0,3.0,15.0,1195.0,1169.0,1169.0,93.0,261.0,934.0,0.0,182.0,9.0,747.0,255.0,255.0,255.0,0.0,0.0,255.0,0.0,0.0,0.0,67.8,60.9,69.42,83.24,97.82
41.0,259.0,213.0,213.0,192.0,57.0,10.0,9.0,47.0,212.0,0.0,26.0,0.0,161.0,161.0,0.0,0.0,8.0,32.0,160.0,0.0,7.0,0.0,42.0,42.0,1.0,15.0,42.0,0.0,19.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,153.0,95.0,95.0,26.0,78.0,75.0,0.0,7.0,0.0,608.0,520.0,472.0,54.0,156.0,452.0,0.0,48.0,1.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.24,83.85,73.68,62.09,77.63
42.0,993.0,826.0,730.0,726.0,267.0,0.0,158.0,411.0,582.0,0.0,62.0,0.0,648.0,552.0,82.0,40.0,89.0,240.0,486.0,0.0,0.0,0.0,178.0,178.0,69.0,171.0,96.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,332.0,332.0,75.0,255.0,139.0,0.0,63.0,11.0,1237.0,1213.0,929.0,160.0,538.0,699.0,0.0,294.0,5.0,540.0,633.0,631.0,631.0,70.0,196.0,437.0,0.0,0.0,0.0,73.51,76.03,66.67,84.26,75.1
43.0,340.0,280.0,235.0,239.0,96.0,5.0,19.0,67.0,273.0,0.0,101.0,0.0,179.0,134.0,135.0,0.0,18.0,65.0,174.0,0.0,0.0,0.0,96.0,96.0,1.0,2.0,94.0,0.0,96.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,168.0,168.0,168.0,22.0,63.0,105.0,0.0,67.0,19.0,436.0,436.0,86.0,16.0,48.0,388.0,0.0,350.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.12,56.07,100.0,100.0,19.72
43.0,1125.0,934.0,353.0,904.0,209.0,12.0,114.0,552.0,572.0,1.0,33.0,24.0,754.0,276.0,241.0,0.0,79.0,450.0,454.0,0.0,4.0,0.0,168.0,65.0,35.0,102.0,106.0,1.0,29.0,24.0,12.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,34.0,34.0,34.0,8.0,24.0,10.0,0.0,5.0,0.0,339.0,339.0,303.0,16.0,37.0,302.0,0.0,145.0,0.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.38,30.53,31.1,100.0,89.38
43.0,1057.0,930.0,757.0,653.0,404.0,0.0,50.0,302.0,743.0,12.0,114.0,75.0,541.0,472.0,279.0,0.0,20.0,174.0,471.0,8.0,10.0,24.0,389.0,285.0,30.0,128.0,272.0,4.0,104.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,144.0,144.0,25.0,92.0,52.0,0.0,71.0,1.0,884.0,818.0,818.0,105.0,310.0,574.0,0.0,514.0,6.0,184.0,102.0,102.0,102.0,19.0,57.0,21.0,24.0,0.0,32.0,71.62,72.28,70.54,100.0,92.53
43.0,545.0,467.0,419.0,271.0,274.0,0.0,43.0,192.0,345.0,8.0,26.0,8.0,217.0,159.0,0.0,1.0,29.0,119.0,144.0,8.0,6.0,8.0,250.0,260.0,14.0,73.0,201.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,119.0,122.0,18.0,54.0,72.0,0.0,57.0,12.0,451.0,451.0,411.0,61.0,225.0,226.0,0.0,308.0,0.0,420.0,349.0,349.0,73.0,47.0,125.0,224.0,0.0,0.0,0.0,76.88,58.67,94.89,96.83,91.13
44.0,1215.0,750.0,181.0,1123.0,92.0,0.0,206.0,595.0,620.0,0.0,35.0,26.0,665.0,171.0,14.0,19.0,196.0,579.0,544.0,0.0,23.0,4.0,85.0,10.0,10.0,16.0,76.0,0.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,278.0,119.0,76.0,259.0,62.0,0.0,58.0,0.0,621.0,621.0,183.0,73.0,233.0,388.0,0.0,438.0,0.0,552.0,25.0,25.0,25.0,0.0,0.0,25.0,0.0,25.0,0.0,14.9,15.23,10.87,37.07,29.47
45.0,240.0,201.0,193.0,224.0,16.0,0.0,38.0,109.0,131.0,0.0,8.0,0.0,185.0,185.0,100.0,60.0,36.0,101.0,123.0,0.0,0.0,0.0,16.0,8.0,2.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,26.0,26.0,34.0,126.0,37.0,0.0,26.0,0.0,466.0,466.0,410.0,126.0,302.0,164.0,0.0,56.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.42,82.59,50.0,15.95,87.98
45.0,1066.0,1066.0,1066.0,523.0,543.0,0.0,179.0,408.0,658.0,0.0,138.0,0.0,523.0,523.0,0.0,84.0,90.0,103.0,420.0,0.0,0.0,0.0,543.0,543.0,89.0,305.0,238.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,465.0,465.0,203.0,352.0,101.0,12.0,91.0,17.0,1316.0,1316.0,1316.0,192.0,922.0,394.0,0.0,79.0,0.0,800.0,194.0,194.0,194.0,52.0,183.0,11.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
45.0,695.0,646.0,583.0,443.0,252.0,0.0,25.0,72.0,623.0,0.0,40.0,36.0,411.0,371.0,0.0,0.0,20.0,60.0,383.0,0.0,0.0,4.0,235.0,212.0,5.0,12.0,240.0,0.0,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,343.0,343.0,85.0,309.0,34.0,0.0,22.0,0.0,388.0,388.0,322.0,13.0,36.0,352.0,0.0,150.0,0.0,102.0,18.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,83.88,83.75,84.13,100.0,82.99
45.0,459.0,340.0,298.0,215.0,244.0,0.0,39.0,180.0,279.0,0.0,48.0,0.0,109.0,82.0,24.0,7.0,31.0,152.0,63.0,0.0,0.0,0.0,231.0,216.0,8.0,28.0,216.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,17.0,4.0,11.0,6.0,0.0,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.92,38.14,88.52,100.0,100.0
45.0,1499.0,1385.0,252.0,1168.0,326.0,5.0,54.0,258.0,1229.0,12.0,108.0,32.0,1077.0,79.0,228.0,0.0,35.0,197.0,959.0,12.0,9.0,12.0,303.0,168.0,19.0,61.0,265.0,0.0,94.0,20.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,243.0,238.0,238.0,53.0,220.0,23.0,0.0,11.0,6.0,1033.0,1033.0,1033.0,104.0,244.0,789.0,0.0,532.0,0.0,53.0,119.0,119.0,119.0,0.0,0.0,119.0,0.0,0.0,0.0,16.81,6.76,51.53,97.94,100.0
45.0,299.0,218.0,134.0,256.0,43.0,0.0,18.0,92.0,207.0,0.0,0.0,0.0,196.0,134.0,30.0,4.0,13.0,76.0,180.0,0.0,0.0,0.0,22.0,0.0,5.0,16.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,21.0,9.0,9.0,12.0,0.0,6.0,0.0,168.0,168.0,104.0,35.0,91.0,77.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.82,52.34,0.0,100.0,61.9
45.0,38.0,21.0,17.0,21.0,17.0,0.0,9.0,23.0,15.0,0.0,2.0,0.0,4.0,0.0,25.0,0.0,4.0,10.0,11.0,0.0,2.0,0.0,17.0,17.0,5.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,116.0,115.0,32.0,115.0,35.0,0.0,19.0,4.0,273.0,273.0,248.0,53.0,153.0,120.0,0.0,31.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.74,0.0,100.0,76.67,90.84
45.0,433.0,361.0,188.0,334.0,99.0,0.0,34.0,192.0,238.0,3.0,18.0,3.0,262.0,154.0,36.0,2.0,25.0,154.0,177.0,3.0,0.0,3.0,99.0,34.0,9.0,38.0,61.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,106.0,91.0,18.0,60.0,53.0,0.0,38.0,0.0,470.0,470.0,283.0,29.0,77.0,393.0,0.0,187.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.42,46.11,34.34,80.53,60.21
45.0,139.0,116.0,76.0,77.0,62.0,0.0,9.0,37.0,102.0,0.0,0.0,0.0,68.0,56.0,60.0,0.0,6.0,30.0,47.0,0.0,0.0,0.0,48.0,20.0,3.0,7.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,4.0,1.0,0.0,0.0,0.0,243.0,243.0,113.0,31.0,99.0,144.0,0.0,130.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.68,72.73,32.26,100.0,46.5
45.0,192.0,114.0,30.0,162.0,30.0,0.0,40.0,113.0,79.0,0.0,0.0,0.0,98.0,30.0,16.0,7.0,34.0,100.0,62.0,0.0,0.0,0.0,16.0,0.0,6.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,144.0,144.0,18.0,63.0,81.0,0.0,12.0,0.0,31.0,31.0,31.0,6.0,15.0,16.0,0.0,15.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.63,18.52,0.0,100.0,100.0
46.0,1814.0,1625.0,1607.0,1465.0,349.0,0.0,215.0,761.0,1037.0,16.0,114.0,32.0,1320.0,1320.0,0.0,38.0,144.0,547.0,902.0,16.0,36.0,16.0,305.0,287.0,71.0,214.0,135.0,0.0,78.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.0,700.0,696.0,56.0,135.0,618.0,0.0,311.0,20.0,2001.0,2001.0,2001.0,328.0,1020.0,981.0,0.0,1150.0,0.0,686.0,1182.0,1182.0,1182.0,295.0,999.0,183.0,0.0,0.0,0.0,88.59,90.1,82.23,92.43,100.0
46.0,1029.0,792.0,792.0,757.0,211.0,61.0,135.0,425.0,604.0,0.0,93.0,61.0,651.0,651.0,0.0,0.0,78.0,276.0,481.0,0.0,0.0,13.0,80.0,80.0,57.0,149.0,62.0,0.0,32.0,48.0,61.0,61.0,0.0,0.0,61.0,0.0,61.0,0.0,905.0,726.0,715.0,168.0,569.0,336.0,0.0,106.0,164.0,1161.0,1145.0,1095.0,58.0,212.0,949.0,0.0,649.0,0.0,1098.0,190.0,190.0,190.0,40.0,120.0,70.0,0.0,0.0,20.0,76.97,86.0,37.91,79.01,94.32
46.0,3131.0,2549.0,1482.0,1958.0,1127.0,46.0,315.0,1177.0,1903.0,51.0,185.0,132.0,1658.0,1216.0,40.0,35.0,153.0,577.0,1334.0,47.0,78.0,47.0,845.0,220.0,162.0,600.0,523.0,4.0,86.0,85.0,46.0,46.0,0.0,0.0,46.0,0.0,21.0,0.0,519.0,381.0,370.0,119.0,388.0,131.0,0.0,45.0,50.0,2165.0,2165.0,2165.0,211.0,514.0,1651.0,0.0,892.0,35.0,1122.0,730.0,730.0,730.0,230.0,672.0,58.0,0.0,0.0,0.0,47.33,62.1,19.52,71.29,100.0
46.0,1778.0,1533.0,1072.0,1543.0,215.0,20.0,204.0,756.0,1002.0,20.0,92.0,46.0,1369.0,914.0,26.0,108.0,167.0,629.0,894.0,20.0,32.0,20.0,144.0,138.0,37.0,127.0,88.0,0.0,60.0,26.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,816.0,581.0,563.0,190.0,656.0,160.0,0.0,53.0,7.0,1847.0,1825.0,1815.0,163.0,500.0,1347.0,0.0,646.0,0.0,1703.0,161.0,161.0,15.0,29.0,59.0,102.0,0.0,0.0,0.0,60.29,59.24,64.19,69.0,98.27
46.0,1158.0,978.0,638.0,917.0,241.0,0.0,113.0,507.0,638.0,13.0,36.0,34.0,752.0,508.0,0.0,41.0,67.0,360.0,544.0,13.0,16.0,28.0,226.0,130.0,46.0,147.0,94.0,0.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,174.0,174.0,34.0,93.0,96.0,0.0,52.0,21.0,163.0,163.0,163.0,27.0,65.0,98.0,0.0,15.0,9.0,101.0,86.0,86.0,22.0,0.0,0.0,86.0,0.0,0.0,0.0,55.09,55.4,53.94,92.06,100.0
46.0,250.0,167.0,99.0,142.0,108.0,0.0,44.0,148.0,96.0,6.0,5.0,14.0,94.0,94.0,0.0,2.0,16.0,48.0,88.0,6.0,0.0,6.0,73.0,5.0,28.0,100.0,8.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,107.0,107.0,26.0,78.0,52.0,0.0,34.0,0.0,138.0,134.0,134.0,11.0,34.0,104.0,0.0,74.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,66.2,4.63,82.31,97.1
46.0,5175.0,3278.0,1964.0,4328.0,847.0,0.0,713.0,2389.0,2737.0,49.0,31.0,115.0,2647.0,1677.0,0.0,46.0,543.0,1784.0,2495.0,49.0,15.0,104.0,631.0,287.0,170.0,605.0,242.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.0,781.0,623.0,267.0,767.0,370.0,0.0,330.0,3.0,1006.0,1006.0,258.0,132.0,195.0,811.0,0.0,680.0,0.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.95,38.75,33.88,54.79,25.65
46.0,542.0,518.0,518.0,351.0,191.0,0.0,25.0,211.0,318.0,13.0,289.0,166.0,327.0,327.0,0.0,15.0,21.0,111.0,227.0,13.0,229.0,79.0,191.0,191.0,4.0,100.0,91.0,0.0,60.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,9.0,0.0,209.0,209.0,209.0,60.0,89.0,120.0,0.0,118.0,8.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.57,93.16,100.0,100.0,100.0
46.0,2717.0,2393.0,2393.0,1884.0,801.0,32.0,287.0,1029.0,1684.0,4.0,127.0,102.0,1560.0,1560.0,0.0,100.0,244.0,881.0,999.0,4.0,32.0,74.0,801.0,801.0,43.0,148.0,653.0,0.0,63.0,28.0,32.0,32.0,0.0,0.0,32.0,0.0,32.0,0.0,1122.0,867.0,867.0,258.0,769.0,353.0,0.0,78.0,0.0,6078.0,5845.0,5845.0,705.0,2218.0,3860.0,0.0,1409.0,40.0,3131.0,25.0,25.0,25.0,0.0,0.0,25.0,0.0,25.0,0.0,88.08,82.8,100.0,77.27,96.17
48.0,1712.0,1358.0,1245.0,1349.0,363.0,0.0,107.0,709.0,998.0,5.0,80.0,71.0,1163.0,1059.0,58.0,160.0,47.0,483.0,862.0,4.0,0.0,34.0,195.0,186.0,60.0,226.0,136.0,1.0,80.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,509.0,482.0,73.0,282.0,227.0,0.0,50.0,19.0,2549.0,2549.0,2523.0,333.0,1155.0,1394.0,0.0,622.0,20.0,1501.0,145.0,145.0,67.0,12.0,53.0,92.0,0.0,5.0,0.0,72.72,78.5,51.24,94.7,98.98
48.0,1028.0,618.0,517.0,882.0,146.0,0.0,124.0,480.0,516.0,32.0,25.0,32.0,593.0,492.0,0.0,30.0,92.0,366.0,484.0,32.0,0.0,32.0,25.0,25.0,32.0,114.0,32.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,387.0,398.0,95.0,332.0,126.0,0.0,37.0,11.0,415.0,394.0,289.0,59.0,135.0,280.0,0.0,119.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.29,55.78,17.12,86.9,69.64
48.0,125.0,54.0,54.0,84.0,41.0,0.0,17.0,50.0,63.0,12.0,0.0,12.0,33.0,33.0,0.0,0.0,9.0,30.0,42.0,12.0,0.0,12.0,21.0,21.0,8.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,24.0,24.0,10.0,26.0,6.0,0.0,0.0,0.0,155.0,131.0,122.0,16.0,48.0,107.0,0.0,3.0,0.0,75.0,29.0,29.0,29.0,1.0,3.0,26.0,0.0,0.0,0.0,43.2,39.29,51.22,75.0,78.71
49.0,405.0,337.0,317.0,310.0,60.0,35.0,42.0,138.0,267.0,0.0,70.0,0.0,256.0,244.0,0.0,60.0,38.0,124.0,186.0,0.0,2.0,0.0,46.0,38.0,4.0,14.0,46.0,0.0,36.0,0.0,35.0,35.0,0.0,0.0,35.0,0.0,32.0,0.0,287.0,241.0,241.0,66.0,213.0,74.0,0.0,26.0,2.0,937.0,937.0,357.0,163.0,384.0,553.0,0.0,412.0,0.0,253.0,152.0,152.0,152.0,9.0,26.0,126.0,0.0,22.0,0.0,78.27,78.71,63.33,83.97,38.1
49.0,562.0,437.0,437.0,450.0,112.0,0.0,59.0,209.0,353.0,0.0,6.0,0.0,359.0,359.0,206.0,19.0,44.0,155.0,295.0,0.0,6.0,0.0,78.0,78.0,15.0,54.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,346.0,346.0,96.0,286.0,74.0,0.0,44.0,3.0,612.0,612.0,382.0,61.0,208.0,404.0,0.0,230.0,0.0,314.0,159.0,159.0,159.0,0.0,0.0,159.0,0.0,0.0,0.0,77.76,79.78,69.64,96.11,62.42
49.0,183.0,128.0,88.0,127.0,56.0,0.0,24.0,85.0,77.0,21.0,16.0,21.0,72.0,72.0,60.0,0.0,14.0,45.0,61.0,21.0,0.0,21.0,56.0,16.0,10.0,40.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,73.0,45.0,74.0,259.0,43.0,0.0,22.0,0.0,348.0,348.0,348.0,39.0,145.0,203.0,0.0,205.0,5.0,59.0,191.0,191.0,191.0,12.0,48.0,143.0,0.0,0.0,0.0,48.09,56.69,28.57,14.9,100.0
49.0,107.0,80.0,80.0,92.0,15.0,0.0,18.0,43.0,64.0,0.0,0.0,0.0,67.0,67.0,72.0,0.0,13.0,28.0,64.0,0.0,0.0,0.0,13.0,13.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,2.0,4.0,26.0,0.0,5.0,0.0,128.0,128.0,103.0,2.0,6.0,122.0,0.0,25.0,0.0,100.0,25.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,74.77,72.83,86.67,100.0,80.47
49.0,264.0,169.0,129.0,194.0,70.0,0.0,53.0,174.0,90.0,0.0,12.0,0.0,135.0,95.0,250.0,0.0,35.0,115.0,79.0,0.0,12.0,0.0,34.0,34.0,18.0,59.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,117.0,117.0,27.0,95.0,55.0,0.0,17.0,0.0,714.0,714.0,261.0,39.0,115.0,599.0,0.0,453.0,0.0,83.0,88.0,88.0,88.0,0.0,0.0,88.0,0.0,0.0,0.0,48.86,48.97,48.57,78.0,36.55
49.0,77.0,47.0,22.0,55.0,22.0,0.0,21.0,56.0,21.0,0.0,2.0,0.0,25.0,0.0,40.0,0.0,18.0,47.0,8.0,0.0,0.0,0.0,22.0,22.0,3.0,9.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,8.0,15.0,56.0,3.0,0.0,8.0,0.0,188.0,188.0,162.0,12.0,36.0,152.0,0.0,28.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,100.0,13.56,86.17
49.0,838.0,545.0,239.0,675.0,163.0,0.0,150.0,537.0,301.0,0.0,0.0,0.0,402.0,239.0,162.0,13.0,103.0,400.0,275.0,0.0,0.0,0.0,143.0,0.0,47.0,137.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,330.0,330.0,88.0,275.0,70.0,0.0,16.0,13.0,236.0,236.0,110.0,94.0,110.0,126.0,0.0,46.0,0.0,66.0,18.0,18.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,28.52,35.41,0.0,95.65,46.61
49.0,190.0,180.0,180.0,175.0,15.0,0.0,27.0,81.0,109.0,0.0,0.0,0.0,165.0,165.0,25.0,4.0,23.0,73.0,102.0,0.0,0.0,0.0,15.0,15.0,4.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,166.0,166.0,34.0,112.0,54.0,0.0,0.0,0.0,278.0,278.0,278.0,19.0,57.0,221.0,0.0,0.0,0.0,153.0,14.0,14.0,14.0,4.0,13.0,1.0,0.0,0.0,0.0,94.74,94.29,100.0,100.0,100.0
49.0,754.0,561.0,561.0,507.0,247.0,0.0,161.0,555.0,191.0,8.0,0.0,65.0,409.0,409.0,273.0,49.0,92.0,335.0,164.0,8.0,0.0,8.0,152.0,152.0,69.0,220.0,27.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,366.0,365.0,84.0,296.0,70.0,0.0,12.0,24.0,627.0,627.0,570.0,41.0,153.0,474.0,0.0,57.0,0.0,327.0,482.0,482.0,482.0,115.0,431.0,51.0,0.0,0.0,0.0,74.4,80.67,61.54,99.73,90.91
49.0,94.0,82.0,56.0,56.0,38.0,0.0,33.0,61.0,33.0,0.0,1.0,0.0,44.0,44.0,26.0,11.0,14.0,23.0,33.0,0.0,1.0,0.0,38.0,12.0,19.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,35.0,7.0,13.0,22.0,0.0,0.0,0.0,24.0,24.0,24.0,4.0,11.0,13.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.57,78.57,31.58,100.0,100.0
49.0,203.0,182.0,118.0,145.0,46.0,12.0,30.0,100.0,103.0,0.0,0.0,0.0,124.0,60.0,50.0,0.0,20.0,68.0,77.0,0.0,0.0,0.0,46.0,46.0,10.0,32.0,14.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,120.0,120.0,120.0,25.0,25.0,95.0,0.0,0.0,0.0,47.0,47.0,47.0,3.0,8.0,39.0,0.0,0.0,0.0,22.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,58.13,41.38,100.0,100.0,100.0
